NAICS Code,NAICS Title,Valid From,Valid To,tblBeazOccMap,tblPCL_NAICSMap,tblEPL_COBMap,NAICS_Key,SIC_Code
335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing - 335132",3646
335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Electric Lamp Bulb and Other Lighting Equipment Manufacturing - 335139,3641
335210,Small Electrical Appliance Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Small Electrical Appliance Manufacturing - 335210,3634
335220,Major Household Appliance Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Major Household Appliance Manufacturing - 335220,3631
335311,"Power, Distribution, and Specialty Transformer Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Power, Distribution, and Specialty Transformer Manufacturing - 335311",3548
335312,Motor and Generator Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor and Generator Manufacturing - 335312,3621
335313,Switchgear and Switchboard Apparatus Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Switchgear and Switchboard Apparatus Manufacturing - 335313,3613
335314,Relay and Industrial Control Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Relay and Industrial Control Manufacturing - 335314,3625
335910,Battery Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Battery Manufacturing - 335910,3691
335921,Fiber Optic Cable Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Fiber Optic Cable Manufacturing - 335921,3357
335929,Other Communication and Energy Wire Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Communication and Energy Wire Manufacturing - 335929,3357
335931,Current-Carrying Wiring Device Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Current-Carrying Wiring Device Manufacturing - 335931,3643
335932,Noncurrent-Carrying Wiring Device Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Noncurrent-Carrying Wiring Device Manufacturing - 335932,3644
335991,Carbon and Graphite Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Carbon and Graphite Product Manufacturing - 335991,3624
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous Electrical Equipment and Component Manufacturing - 335999,3629
336110,Automobile and Light Duty Motor Vehicle Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Automobile and Light Duty Motor Vehicle Manufacturing - 336110,3711
336120,Heavy Duty Truck Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Heavy Duty Truck Manufacturing - 336120,3711
336211,Motor Vehicle Body Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Body Manufacturing - 336211,3711
336212,Truck Trailer Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Truck Trailer Manufacturing - 336212,3715
336213,Motor Home Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor Home Manufacturing - 336213,3716
336214,Travel Trailer and Camper Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Travel Trailer and Camper Manufacturing - 336214,3792
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Gasoline Engine and Engine Parts Manufacturing - 336310,3592
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Electrical and Electronic Equipment Manufacturing - 336320,3647
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing - 336330,3714
336340,Motor Vehicle Brake System Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Brake System Manufacturing - 336340,3292
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Transmission and Power Train Parts Manufacturing - 336350,3292
336360,Motor Vehicle Seating and Interior Trim Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Seating and Interior Trim Manufacturing - 336360,2396
336370,Motor Vehicle Metal Stamping,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Metal Stamping - 336370,3465
336390,Other Motor Vehicle Parts Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Motor Vehicle Parts Manufacturing - 336390,3429
336411,Aircraft Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Aircraft Manufacturing - 336411,3721
336412,Aircraft Engine and Engine Parts Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Aircraft Engine and Engine Parts Manufacturing - 336412,3724
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Aircraft Parts and Auxiliary Equipment Manufacturing - 336413,3728
336414,Guided Missile and Space Vehicle Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Guided Missile and Space Vehicle Manufacturing - 336414,3761
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing - 336415,3764
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing - 336419,3769
336510,Railroad Rolling Stock Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Railroad Rolling Stock Manufacturing - 336510,3531
336611,Ship Building and Repairing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Ship Building and Repairing - 336611,3731
336612,Boat Building,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Boat Building - 336612,3069
336991,"Motorcycle, Bicycle, and Parts Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Motorcycle, Bicycle, and Parts Manufacturing - 336991",3751
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",01/01/2017,31/12/9999,Manufacturing,Table A Class of Business,Table B,"Military Armored Vehicle, Tank, and Tank Component Manufacturing - 336992",3711
336999,All Other Transportation Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Transportation Equipment Manufacturing - 336999,3799
337110,Wood Kitchen Cabinet and Countertop Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Wood Kitchen Cabinet and Countertop Manufacturing - 337110,2434
337121,Upholstered Household Furniture Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Upholstered Household Furniture Manufacturing - 337121,2512
337122,Nonupholstered Wood Household Furniture Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Nonupholstered Wood Household Furniture Manufacturing - 337122,2511
337126,Household Furniture (except Wood and Upholstered) Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Household Furniture (except Wood and Upholstered) Manufacturing - 337126,2499
337127,Institutional Furniture Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Institutional Furniture Manufacturing - 337127,2531
337211,Wood Office Furniture Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Wood Office Furniture Manufacturing - 337211,2521
337212,Custom Architectural Woodwork and Millwork Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Custom Architectural Woodwork and Millwork Manufacturing - 337212,2541
337214,Office Furniture (except Wood) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Office Furniture (except Wood) Manufacturing - 337214,2522
337215,"Showcase, Partition, Shelving, and Locker Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Showcase, Partition, Shelving, and Locker Manufacturing - 337215",2426
337910,Mattress Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Mattress Manufacturing - 337910,2515
337920,Blind and Shade Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Blind and Shade Manufacturing - 337920,2591
339112,Surgical and Medical Instrument Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Surgical and Medical Instrument Manufacturing - 339112,3829
339113,Surgical Appliance and Supplies Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Surgical Appliance and Supplies Manufacturing - 339113,2499
339114,Dental Equipment and Supplies Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Dental Equipment and Supplies Manufacturing - 339114,3843
339115,Ophthalmic Goods Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Ophthalmic Goods Manufacturing - 339115,3851
339116,Dental Laboratories,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Dental Laboratories - 339116,8072
339910,Jewelry and Silverware Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Jewelry and Silverware Manufacturing - 339910,3172
339920,Sporting and Athletic Goods Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Sporting and Athletic Goods Manufacturing - 339920,3069
339930,"Doll, Toy, and Game Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Doll, Toy, and Game Manufacturing - 339930",3069
339940,Office Supplies (except Paper) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Office Supplies (except Paper) Manufacturing - 339940,2531
339950,Sign Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Sign Manufacturing - 339950,3993
339991,"Gasket, Packing, and Sealing Device Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Gasket, Packing, and Sealing Device Manufacturing - 339991",3053
339992,Musical Instrument Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Musical Instrument Manufacturing - 339992,3931
339993,"Fastener, Button, Needle, and Pin Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Fastener, Button, Needle, and Pin Manufacturing - 339993",3131
339994,"Broom, Brush, and Mop Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Broom, Brush, and Mop Manufacturing - 339994",2392
339995,Burial Casket Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Burial Casket Manufacturing - 339995,3995
339999,All Other Miscellaneous Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous Manufacturing - 339999,2499
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Automobile and Other Motor Vehicle Merchant Wholesalers - 423110,5012
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Supplies and New Parts Merchant Wholesalers - 423120,5013
423130,Tire and Tube Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Tire and Tube Merchant Wholesalers - 423130,5014
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Parts (Used) Merchant Wholesalers - 423140,5015
423210,Furniture Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Furniture Merchant Wholesalers - 423210,5021
423220,Home Furnishing Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Home Furnishing Merchant Wholesalers - 423220,5023
