SICCode,SICClass,Class,SuperClass,MacroDescription,SectorName,SectorID,F5Adj,UWComment,UWMessage,RegLevel,NONSCALevel,FrequencyGroup,SICCombined
1793,GLASS AND GLAZING WORK,MISCELLANEOUS SPECIAL TRADE CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,GLASS AND GLAZING WORK (1793)
1794,EXCAVATION WORK,MISCELLANEOUS SPECIAL TRADE CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,EXCAVATION WORK (1794)
1795,WRECKING AND DEMOLITION WORK,MISCELLANEOUS SPECIAL TRADE CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,WRECKING AND DEMOLITION WORK (1795)
1796,INSTALLING BUILDING EQUIPMENT,MISCELLANEOUS SPECIAL TRADE CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,INSTALLING BUILDING EQUIPMENT (1796)
1799,"SPECIAL TRADE CONTRACTORS, NEC",MISCELLANEOUS SPECIAL TRADE CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"SPECIAL TRADE CONTRACTORS, NEC (1799)"
2000,MANUFACTURING,MANUFACTURING,MANUFACTURING,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,MANUFACTURING (2000)
2011,MEAT PACKING PLANTS,MEAT PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,MEAT PACKING PLANTS (2011)
2013,SAUSAGES AND OTHER PREPARED MEATS,MEAT PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,SAUSAGES AND OTHER PREPARED MEATS (2013)
2015,POULTRY SLAUGHTERING AND PROCESSING,MEAT PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,POULTRY SLAUGHTERING AND PROCESSING (2015)
2020,DAIRY PRODUCTS,DAIRY PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,DAIRY PRODUCTS (2020)
2021,CREAMERY BUTTER,DAIRY PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,CREAMERY BUTTER (2021)
2022,CHEESE; NATURAL AND PROCESSED,DAIRY PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,CHEESE; NATURAL AND PROCESSED (2022)
2023,"DRY, CONDENSED, EVAPORATED PRODUCTS",DAIRY PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,"DRY, CONDENSED, EVAPORATED PRODUCTS (2023)"
2024,ICE CREAM AND FROZEN DESERTS,DAIRY PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,ICE CREAM AND FROZEN DESERTS (2024)
2026,FLUID MILK,DAIRY PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,FLUID MILK (2026)
2030,PRESERVED FRUITS AND VEGETABLES,PRESERVED FRUITS AND VEGETABLES,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,PRESERVED FRUITS AND VEGETABLES (2030)
2032,CANNED SPECIALTIES,PRESERVED FRUITS AND VEGETABLES,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,CANNED SPECIALTIES (2032)
2033,CANNED FRUITS AND SPECIALTIES,PRESERVED FRUITS AND VEGETABLES,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,CANNED FRUITS AND SPECIALTIES (2033)
2034,"DEHYDRATED FRUITS, VEGETABLES, SOUPS",PRESERVED FRUITS AND VEGETABLES,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,"DEHYDRATED FRUITS, VEGETABLES, SOUPS (2034)"
2035,"PICKLES, SAUCES, AND SALAD DRESSINGS",PRESERVED FRUITS AND VEGETABLES,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,"PICKLES, SAUCES, AND SALAD DRESSINGS (2035)"
2037,FROZEN FRUITS AND VEGETABLES,PRESERVED FRUITS AND VEGETABLES,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,FROZEN FRUITS AND VEGETABLES (2037)
2038,"FROZEN SPECIALTIES, NEC",PRESERVED FRUITS AND VEGETABLES,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,"FROZEN SPECIALTIES, NEC (2038)"
2040,GRAIN MILL PRODUCTS,GRAIN MILL PRODUCTS,FOOD AND KINDRED PRODUCTS,MANUFACTURING,MANUFACTURING (NON DURABLE) EXC APPAREL,28,0.0225,test,"-  Diverse sector with a broad range of products included 
-  We do no write cannabis producers or distributers unless FDA approved or soliciting FDA approval
-  Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels 
-  Speciality Chemical companies see a claim on average 5 years post IPO",1,1,S,GRAIN MILL PRODUCTS (2040)
